id,state,city,station,station_code,pollutant_min,pollutant_max,pollutant_avg,pollutant_id
867,Kar0taka,Haveri,Ashwini 0gar, KSPCB,13,14,13,SO2
868,Kar0taka,Hubballi,Deshpande 0gar, KSPCB,26,29,27,NO2
869,Kar0taka,Hubballi,Lingaraj 0gar, KSPCB,16,16,16,NO2
870,Kar0taka,Kalaburagi,Mahatma Basaveswar Colony, KSPCB,10,44,28,PM2.5
871,Kar0taka,Karwar,KHB Colony, KSPCB,6,13,9,NO2
872,Kar0taka,Kolar,Tamaka Ind. Area, KSPCB,4,8,6,NH3
873,Kar0taka,Kolar,Tamaka Ind. Area, KSPCB,13,14,13,SO2
874,Kar0taka,Madikeri,Stuart Hill, KSPCB,10,46,31,PM2.5
875,Kar0taka,Mangalore,Kadri, KSPCB,29,34,31,OZONE
876,Kar0taka,Mysuru,Hebbal 1st Stage, KSPCB,23,46,33,PM2.5
877,Kar0taka,Mysuru,Hebbal 1st Stage, KSPCB,31,54,43,PM10
878,Kar0taka,Mysuru,Hebbal 1st Stage, KSPCB,3,10,5,SO2
879,Kar0taka,Raichur,Haji Colony, KSPCB,3,164,73,OZONE
880,Kar0taka,Rama0gara,Vijay 0gar, KSPCB,2,3,3,NH3
881,Kar0taka,Rama0gara,Vijay 0gar, KSPCB,2,36,21,CO
882,Kar0taka,Rama0gara,Vijay 0gar, KSPCB,24,26,25,OZONE
883,Kar0taka,Shivamogga,Vinoba 0gara, KSPCB,12,29,15,NO2
884,Kar0taka,Shivamogga,Vinoba 0gara, KSPCB,20,36,25,CO
885,Kar0taka,Tumakuru,Thimmalapura, KSPCB,46,131,83,PM2.5
886,Kar0taka,Udupi,Brahmagiri, KSPCB,33,94,52,PM10
887,Kar0taka,Vijayapura,Ibrahimpur, KSPCB,1,2,1,SO2
888,Kerala,Kannur,Thavakkara, Kerala PCB,37,44,40,PM2.5
889,Kerala,Kannur,Thavakkara, Kerala PCB,1,1,1,NH3
890,Kerala,Kochi,Vyttila, Kerala PCB,54,154,86,PM10
891,Kerala,Kollam,Polayathode, Kerala PCB,1,1,1,NH3
892,Kerala,Thiruva0nthapuram,Kariavattom, Kerala PCB,1,1,1,NH3
893,Kerala,Thiruva0nthapuram,Plammoodu, Kerala PCB,9,14,12,NO2
894,Kerala,Thrissur,Corporation Ground, Kerala PCB,14,62,26,CO
895,Madhya Pradesh,Bhopal,Idgah Hills, MPPCB,85,315,255,PM2.5
896,Madhya Pradesh,Bhopal,Idgah Hills, MPPCB,106,192,163,PM10
897,Madhya Pradesh,Bhopal,Idgah Hills, MPPCB,5,8,6,NH3
898,Madhya Pradesh,Bhopal,Paryavaran Parisar, MPPCB,8,26,13,SO2
899,Madhya Pradesh,Bhopal,Paryavaran Parisar, MPPCB,2,109,58,OZONE
900,Madhya Pradesh,Damoh,Shrivastav Colony, MPPCB,6,7,7,NO2
901,Madhya Pradesh,Dewas,Bhopal Chauraha, MPPCB,143,325,270,PM2.5
902,Madhya Pradesh,Dewas,Bhopal Chauraha, MPPCB,11,67,32,SO2
903,Madhya Pradesh,Gwalior,City Center, MPPCB,22,431,212,PM2.5
904,Madhya Pradesh,Gwalior,Phool Bagh, Mondelez Ind. Food,303,460,364,PM2.5
905,Madhya Pradesh,Gwalior,Phool Bagh, Mondelez Ind. Food,121,414,258,PM10
906,Madhya Pradesh,Indore,Chhoti Gwaltoli, MPPCB,53,175,100,NO2
907,Madhya Pradesh,Indore,Chhoti Gwaltoli, MPPCB,3,8,7,NH3
908,Madhya Pradesh,Indore,Maguda 0gar, IMC,26,36,30,CO
909,Madhya Pradesh,Indore,Regio0l Park, IMC,5,17,11,OZONE
910,Madhya Pradesh,Jabalpur,Govindh Bhavan Colony, JMC,5,24,11,SO2
911,Madhya Pradesh,Jabalpur,Govindh Bhavan Colony, JMC,32,52,43,CO
912,Madhya Pradesh,Jabalpur,Gupteshwar, JMC,50,159,89,PM10
913,Madhya Pradesh,Jabalpur,Marhatal, MPPCB,5,7,6,NH3
914,Madhya Pradesh,Jabalpur,Marhatal, MPPCB,40,150,96,CO
915,Madhya Pradesh,Jabalpur,Suhagi, JMC,82,297,180,PM2.5
916,Madhya Pradesh,Jabalpur,Suhagi, JMC,100,193,145,PM10
917,Madhya Pradesh,Jabalpur,Suhagi, JMC,2,4,2,NH3
918,Madhya Pradesh,Katni,Gole Bazar, MPPCB,68,422,162,PM10
919,Madhya Pradesh,Katni,Gole Bazar, MPPCB,6,98,49,OZONE
920,Madhya Pradesh,Maihar,Sahilara, KJS Cements,32,151,84,PM10
921,Madhya Pradesh,Mandideep,Sector, MPPCB,28,109,57,CO
922,Madhya Pradesh,Pithampur,Sector, MPPCB,4,6,5,NH3
923,Madhya Pradesh,Sagar,Civil Lines, MPPCB,10,16,12,NO2
924,Madhya Pradesh,Sat0,Bandhavgar Colony, Birla Cement,1,45,25,PM2.5
925,Madhya Pradesh,Sat0,Bandhavgar Colony, Birla Cement,36,95,57,PM10
926,Madhya Pradesh,Sat0,Bandhavgar Colony, Birla Cement,58,92,76,OZONE
927,Madhya Pradesh,Singrauli,Suryakiran Bhawan NCL, MPPCB,2,2,2,NH3
928,Madhya Pradesh,Ujjain,Mahakaleshwar Temple, MPPCB,128,296,189,PM10
929,Maharashtra,Ahmed0gar,Tarakpur, MPCB,7,149,75,OZONE
930,Maharashtra,Akola,Ramdaspeth, MPCB,14,102,44,NO2
931,Maharashtra,Amravati,Shivneri Colony, MPCB,148,192,166,PM10
932,Maharashtra,Amravati,Shivneri Colony, MPCB,15,113,65,NO2
933,Maharashtra,Aurangabad,MIDC Chilkaltha0, MPCB,4,317,185,PM10
934,Maharashtra,Aurangabad,MIDC Chilkaltha0, MPCB,2,26,11,SO2
935,Maharashtra,Badlapur,Katrap, MPCB,3,110,65,OZONE
936,Maharashtra,Belapur,CBD Belapur, MPCB,0,0,0,PM10
937,Maharashtra,Belapur,CBD Belapur, MPCB,0,0,0,SO2
938,Maharashtra,Bhiwandi,Gokul 0gar, MPCB,92,357,231,PM2.5
939,Maharashtra,Bhiwandi,Gokul 0gar, MPCB,10,111,77,OZONE
940,Maharashtra,Chandrapur,Chauhan Colony, MPCB,129,224,168,PM10
941,Maharashtra,Chandrapur,Chauhan Colony, MPCB,4,34,14,SO2
942,Maharashtra,Dhule,Deopur, MPCB,82,357,218,PM2.5
943,Maharashtra,Dhule,Deopur, MPCB,13,46,23,NO2
944,Maharashtra,Dhule,Deopur, MPCB,2,3,2,NH3
945,Maharashtra,Dhule,Deopur, MPCB,7,89,58,OZONE
946,Maharashtra,Jalgaon,Prabhat Colony, MPCB,68,348,163,PM2.5
947,Maharashtra,Jalgaon,Prabhat Colony, MPCB,80,286,140,PM10
948,Maharashtra,Jalgaon,Prabhat Colony, MPCB,4,11,9,NH3
949,Maharashtra,Jal0,Old MIDC, MPCB,99,305,200,PM2.5
950,Maharashtra,Jal0,Old MIDC, MPCB,1,19,10,SO2
951,Maharashtra,Jal0,Old MIDC, MPCB,24,41,27,CO
952,Maharashtra,Kolhapur,Shivaji University, MPCB,2,12,6,NO2
953,Maharashtra,Kolhapur,Sinchan Bhavan, MPCB,7,8,7,NH3
954,Maharashtra,Kolhapur,Sinchan Bhavan, MPCB,1,6,2,SO2
955,Maharashtra,Latur,Sawe Wadi, MPCB,3,121,72,OZONE
956,Maharashtra,Mahad,Kamble Tarf Birwadi, MPCB,88,216,141,PM2.5
957,Maharashtra,Mahad,Kamble Tarf Birwadi, MPCB,21,40,31,CO
958,Maharashtra,Mahad,Kamble Tarf Birwadi, MPCB,6,94,54,OZONE
959,Maharashtra,Mira-Bhayandar,Bhayandar West, MPCB,13,71,44,NO2
960,Maharashtra,Mumbai,Bandra Kurla Complex, MPCB,14,44,23,NH3
961,Maharashtra,Mumbai,Bandra Kurla Complex, MPCB,3,36,14,SO2
962,Maharashtra,Mumbai,Bandra Kurla Complex, MPCB,1,142,74,OZONE
963,Maharashtra,Mumbai,Borivali East, IITM,62,127,89,NO2
964,Maharashtra,Mumbai,Borivali East, IITM,3,4,3,NH3
965,Maharashtra,Mumbai,Byculla, BMC,111,304,210,PM2.5
966,Maharashtra,Mumbai,Chakala, IITM,100,196,145,PM10
967,Maharashtra,Mumbai,Chembur, MPCB,2,3,2,NH3
968,Maharashtra,Mumbai,Chembur, MPCB,9,126,78,OZONE
969,Maharashtra,Mumbai,Chhatrapati Shivaji Intl. Airport (T2), MPCB,68,165,127,PM10
970,Maharashtra,Mumbai,Chhatrapati Shivaji Intl. Airport (T2), MPCB,0,0,0,NO2
971,Maharashtra,Mumbai,Colaba, MPCB,86,226,141,PM2.5
972,Maharashtra,Mumbai,Colaba, MPCB,86,154,119,PM10
973,Maharashtra,Mumbai,Kandivali East, MPCB,85,152,121,PM10
974,Maharashtra,Mumbai,Kandivali West, BMC,114,241,189,PM2.5
975,Maharashtra,Mumbai,Khindipada, IITM,0,0,0,PM2.5
976,Maharashtra,Mumbai,Khindipada, IITM,0,0,0,NH3
977,Maharashtra,Mumbai,Kurla, MPCB,32,32,32,SO2
978,Maharashtra,Mumbai,Kurla, MPCB,34,39,36,OZONE
979,Maharashtra,Mumbai,Malad West, IITM,2,74,49,OZONE
980,Maharashtra,Mumbai,Mazgaon, IITM,108,152,128,PM10
981,Maharashtra,Mumbai,Mazgaon, IITM,6,16,10,NH3
982,Maharashtra,Mumbai,Mindspace, MPCB,8,9,8,NH3
983,Maharashtra,Mumbai,Mindspace, MPCB,4,18,8,SO2
984,Maharashtra,Mumbai,Mulund West, MPCB,105,219,146,PM10
985,Maharashtra,Mumbai,0vy 0gar, IITM,21,106,62,NO2
986,Maharashtra,Mumbai,0vy 0gar, IITM,3,62,25,SO2
987,Maharashtra,Mumbai,0vy 0gar, IITM,36,84,50,CO
988,Maharashtra,Mumbai,Powai, MPCB,103,187,135,PM10
989,Maharashtra,Mumbai,Powai, MPCB,38,52,47,CO
990,Maharashtra,Mumbai,Shivaji 0gar, BMC,219,336,283,PM2.5
991,Maharashtra,Mumbai,Shivaji 0gar, BMC,60,205,123,NO2
992,Maharashtra,Mumbai,Shivaji 0gar, BMC,15,53,32,SO2
993,Maharashtra,Mumbai,Siddharth 0gar, IITM,101,106,104,CO
994,Maharashtra,Mumbai,Sion, MPCB,78,267,177,PM2.5
995,Maharashtra,Mumbai,Sion, MPCB,1,3,2,NH3
996,Maharashtra,Mumbai,Sion, MPCB,35,39,37,SO2
997,Maharashtra,Mumbai,Vasai West, MPCB,4,4,4,NH3
998,Maharashtra,Mumbai,Vile Parle West, MPCB,0,0,0,PM2.5
999,Maharashtra,Mumbai,Worli, MPCB,69,138,98,PM2.5
1000,Maharashtra,Mumbai,Worli, MPCB,1,1,1,NH3
1001,Maharashtra,0gpur,Ambazari, MPCB,294,362,318,PM2.5
1002,Maharashtra,0gpur,Ambazari, MPCB,138,256,172,PM10
1003,Maharashtra,0gpur,Ambazari, MPCB,26,107,73,CO
1004,Maharashtra,0gpur,Mahal, MPCB,160,315,224,PM2.5
1005,Maharashtra,0gpur,Opp GPO Civil Lines, MPCB,1,41,18,SO2
1006,Maharashtra,0gpur,Ram 0gar, MPCB,7,35,14,NH3
1007,Maharashtra,0shik,Gangapur Road, MPCB,89,322,204,PM2.5
1008,Maharashtra,0shik,Gangapur Road, MPCB,6,16,10,NO2
1009,Maharashtra,0shik,Hirawadi, MPCB,18,116,57,NO2
1010,Maharashtra,0shik,Hirawadi, MPCB,2,12,7,SO2
1011,Maharashtra,0shik,MIDC Ambad, MPCB,5,103,67,OZONE
1012,Maharashtra,0shik,Pandav 0gari, MPCB,6,13,8,NH3
1013,Maharashtra,0shik,Pandav 0gari, MPCB,38,106,54,CO
1014,Maharashtra,0vi Mumbai,Kopripada, MPCB,102,302,205,PM2.5
1015,Maharashtra,0vi Mumbai,Kopripada, MPCB,43,205,131,NO2
1016,Maharashtra,0vi Mumbai,Kopripada, MPCB,7,61,22,NH3
1017,Maharashtra,0vi Mumbai,Kopripada, MPCB,2,303,145,OZONE
1018,Maharashtra,0vi Mumbai,Mahape, MPCB,62,287,98,PM2.5
1019,Maharashtra,0vi Mumbai,Nerul, MPCB,30,61,47,NO2
1020,Maharashtra,0vi Mumbai,Nerul, MPCB,30,104,50,CO
1021,Maharashtra,0vi Mumbai,Sanpada, MPCB,138,310,226,PM2.5
1022,Maharashtra,0vi Mumbai,Sector, MPCB,125,320,262,PM2.5
1023,Maharashtra,0vi Mumbai,Sector, MPCB,86,89,88,NO2
1024,Maharashtra,0vi Mumbai,Sector, MPCB,15,25,20,NH3
1025,Maharashtra,Parbhani,Masoom Colony, MPCB,17,90,43,NO2
1026,Maharashtra,Parbhani,Masoom Colony, MPCB,3,4,4,NH3
1027,Maharashtra,Pimpri-Chinchwad,Gavali0gar, MPCB,1,170,69,OZONE
1028,Maharashtra,Pimpri-Chinchwad,Thergaon, MPCB,1,218,89,OZONE
1029,Maharashtra,Pune,Alandi, IITM,70,238,154,PM10
1030,Maharashtra,Pune,Alandi, IITM,9,36,20,NO2
1031,Maharashtra,Pune,Bhosari, IITM,0,0,0,PM10
1032,Maharashtra,Pune,Karve Road, MPCB,19,124,47,PM2.5
1033,Maharashtra,Pune,Karve Road, MPCB,33,163,79,PM10
1034,Maharashtra,Pune,Revenue Colony, IITM,126,322,222,PM10
1035,Maharashtra,Pune,Revenue Colony, IITM,12,30,23,NH3
1036,Maharashtra,Pune,Savitribai Phule Pune University, MPCB,55,317,216,PM2.5
1037,Maharashtra,Pune,Transport 0gar, IITM,18,22,21,NO2
1038,Maharashtra,Pune,Transport 0gar, IITM,1,82,50,OZONE
1039,Maharashtra,Solapur,Dnyaneshwar 0gar, MPCB,84,444,160,PM10
1040,Maharashtra,Solapur,Dnyaneshwar 0gar, MPCB,19,115,55,CO
1041,Maharashtra,Solapur,Ratandeep Housing Society, MPCB,97,228,128,PM10
1042,Maharashtra,Solapur,Ratandeep Housing Society, MPCB,5,49,12,SO2
1043,Maharashtra,Solapur,Solapur, MPCB,69,116,89,PM10
1044,Maharashtra,Solapur,Solapur, MPCB,28,32,31,SO2
1045,Maharashtra,Thane,Kasarvadavali, MPCB,0,0,0,NO2
1046,Maharashtra,Thane,Kasarvadavali, MPCB,33,110,79,OZONE
1047,Maharashtra,Thane,Pimpleshwar Mandir, MPCB,135,229,170,PM10
1048,Maharashtra,Thane,Upvan Fort, MPCB,0,0,0,PM2.5
1049,Maharashtra,Thane,Upvan Fort, MPCB,0,0,0,NO2
1050,Maharashtra,Thane,Upvan Fort, MPCB,0,0,0,SO2
1051,Maharashtra,Ulhas0gar,Sidhi Vi0yak 0gar, MPCB,136,334,238,PM2.5
1052,Maharashtra,Ulhas0gar,Sidhi Vi0yak 0gar, MPCB,13,113,36,SO2
1053,Maharashtra,Virar,Bolinj, MPCB,132,320,226,PM2.5
1054,Manipur,Imphal,DM College of Science, Manipur PCB,76,80,78,SO2
1055,Manipur,Imphal,Manipur University, Manipur PCB,10,68,28,CO
1056,Meghalaya,Shillong,JN Stadium, Meghalaya PCB,11,55,32,NO2
1057,Meghalaya,Shillong,JN Stadium, Meghalaya PCB,24,28,26,SO2
1058,Meghalaya,Shillong,JN Stadium, Meghalaya PCB,1,36,10,OZONE
1059,Meghalaya,Shillong,Lumpyngngad, Meghalaya PCB,19,73,32,PM10
1060,Meghalaya,Shillong,Lumpyngngad, Meghalaya PCB,16,18,17,SO2
1061,0galand,Kohima,PWD Juction, NPCB,0,0,0,NH3
1062,Odisha,Barbil,Forest Office, OSPCB,3,7,4,NH3
1063,Odisha,Baripada,Meher Colony, OSPCB,3,5,4,SO2
1064,Odisha,Baripada,Meher Colony, OSPCB,10,32,23,OZONE
1065,Odisha,Bhubaneswar,Lingraj Mandir, OSPCB,4,7,5,NH3
1066,Odisha,Bhubaneswar,Lingraj Mandir, OSPCB,3,215,130,OZONE
1067,Odisha,Bhubaneswar,Patia, OSPCB,2,72,27,CO
1068,Odisha,Bileipada,Tata Township, OSPCB,20,40,24,CO
1069,Odisha,Bileipada,Tata Township, OSPCB,10,22,14,OZONE
1070,Odisha,Brajraj0gar,GM Office, OSPCB,45,178,102,PM10
1071,Odisha,Brajraj0gar,GM Office, OSPCB,2,2,2,NH3
1072,Odisha,Brajraj0gar,GM Office, OSPCB,75,122,93,CO
1073,Odisha,Byasa0gar,Ferro Chrome Colony, OSPCB,83,197,119,PM10
1074,Odisha,Byasa0gar,Ferro Chrome Colony, OSPCB,44,111,91,CO
1075,Odisha,Cuttack,CDA Area, OSPCB,3,5,4,NH3
1076,Odisha,Keonjhar,Jagamohanpur, OSPCB,20,166,120,PM10
1077,Odisha,Keonjhar,Jagamohanpur, OSPCB,11,14,12,NH3
1078,Odisha,0yagarh,Dabu0, OSPCB,29,36,32,NO2
1079,Odisha,Rourkela,Fertilizer Township, OSPCB,31,187,95,PM2.5
1080,Odisha,Rourkela,Raghu0thpali, OSPCB,1,3,2,SO2
1081,Odisha,Rourkela,Sector, OSPCB,31,284,98,PM2.5
1082,Odisha,Suakati,OMC Colony, OSPCB,93,154,126,PM10
1083,Odisha,Suakati,OMC Colony, OSPCB,10,144,94,OZONE
1084,Odisha,Talcher,Talcher Coalfields, OSPCB,115,432,240,PM10
1085,Odisha,Talcher,Talcher Coalfields, OSPCB,2,29,7,OZONE
1086,Odisha,Tensa,Barsua Iron Ore Mines, OSPCB,43,82,66,NO2
1087,Odisha,Tensa,Barsua Iron Ore Mines, OSPCB,9,14,11,NH3
1088,Odisha,Tensa,Barsua Iron Ore Mines, OSPCB,24,48,34,CO
1089,Odisha,Tensa,Barsua Iron Ore Mines, OSPCB,2,66,18,OZONE
1090,Puducherry,Puducherry,Jawahar 0gar, PPCC,20,69,38,PM2.5
1091,Puducherry,Puducherry,Jawahar 0gar, PPCC,24,66,52,CO
1092,Punjab,Amritsar,Golden Temple, PPCB,27,33,29,OZONE
1093,Punjab,Bathinda,Hardev 0gar, PPCB,2,108,9,CO
1094,Punjab,Jalandhar,Civil Line, PPCB,20,58,37,CO
1095,Punjab,Khan0,Kalal Majra, PPCB,14,16,15,NH3
1096,Punjab,Ludhia0,Punjab Agricultural University, PPCB,13,28,20,OZONE
1097,Punjab,Mandi Gobindgarh,RIMT University, PPCB,60,328,155,PM10
1098,Punjab,Patiala,Model Town, PPCB,1,52,19,SO2
1099,Punjab,Patiala,Model Town, PPCB,21,50,32,OZONE
1100,Punjab,Rup0gar,Ratanpura, Ambuja Cements,3,5,4,SO2
1101,Punjab,Rup0gar,Ratanpura, Ambuja Cements,58,119,98,CO
1102,Rajasthan,Alwar,Moti Doongri, RSPCB,63,134,92,PM10
1103,Rajasthan,Banswara,Rati Talai, RSPCB,126,275,218,PM10
1104,Rajasthan,Baran,Bamboliya, RSPCB,5,46,16,SO2
1105,Rajasthan,Bhilwara,Pratap 0gar, RSPCB,7,107,74,OZONE
1106,Rajasthan,Bundi,New Colony, RSPCB,10,161,89,OZONE
1107,Rajasthan,Chittorgarh,Shastri 0gar, RSPCB,123,418,308,PM2.5
1108,Rajasthan,Chittorgarh,Shastri 0gar, RSPCB,4,7,5,NH3
1109,Rajasthan,Chittorgarh,Shastri 0gar, RSPCB,3,81,18,SO2
1110,Rajasthan,Churu,Subash Chowk, RSPCB,38,349,204,PM2.5
1111,Rajasthan,Churu,Subash Chowk, RSPCB,9,19,12,NH3
1112,Rajasthan,Dausa,Khatikan Mohalla, RSPCB,66,347,157,PM10
1113,Rajasthan,Dholpur,Raja Ganj, RSPCB,91,444,229,PM10
1114,Rajasthan,Dholpur,Raja Ganj, RSPCB,12,33,20,SO2
1115,Rajasthan,Dholpur,Raja Ganj, RSPCB,31,125,73,CO
1116,Rajasthan,Dungarpur,Bhoiwada, RSPCB,230,348,309,PM2.5
1117,Rajasthan,Dungarpur,Bhoiwada, RSPCB,7,7,7,NH3
1118,Rajasthan,Dungarpur,Bhoiwada, RSPCB,7,13,9,SO2
1119,Rajasthan,Dungarpur,Bhoiwada, RSPCB,5,51,37,OZONE
1120,Rajasthan,Jaipur,Mansarovar Sector, RSPCB,5,16,11,NH3
1121,Rajasthan,Jaipur,Police Commissionerate, RSPCB,5,22,15,SO2
1122,Rajasthan,Jaipur,RIICO Sitapura, RSPCB,0,0,0,PM10
1123,Rajasthan,Jaipur,Shastri 0gar, RSPCB,40,409,266,PM2.5
1124,Rajasthan,Jaipur,Shastri 0gar, RSPCB,10,73,33,OZONE
1125,Rajasthan,Jaisalmer,Sadar Bazar, RSPCB,72,400,286,PM2.5
1126,Rajasthan,Jalore,Mudtra Sili, RSPCB,3,14,8,SO2
1127,Rajasthan,Jalore,Mudtra Sili, RSPCB,42,118,78,CO
1128,Rajasthan,Jhalawar,Rajlaxmi 0gar, RSPCB,43,345,205,PM2.5
1129,Rajasthan,Jhunjhunu,Indra 0gar, RSPCB,24,111,58,NO2
1130,Rajasthan,Jodhpur,Collectorate, RSPCB,20,24,22,NO2
1131,Rajasthan,Jodhpur,Collectorate, RSPCB,36,155,83,OZONE
1132,Rajasthan,Jodhpur,Digari Kalan, RSPCB,114,329,158,PM10
1133,Rajasthan,Jodhpur,Jhalamand, RSPCB,134,400,191,PM10
1134,Rajasthan,Jodhpur,Jhalamand, RSPCB,3,20,9,SO2
1135,Rajasthan,Jodhpur,Mandor, RSPCB,41,98,66,CO
1136,Rajasthan,Jodhpur,Samrat Ashok Udhyan, RSPCB,6,20,10,NH3
1137,Rajasthan,Kota,Dhanmandi, RSPCB,5,8,7,NH3
1138,Rajasthan,Kota,Dhanmandi, RSPCB,1,58,10,SO2
1139,Rajasthan,Kota,Shri0th Puram, RSPCB,129,255,186,PM10
1140,Rajasthan,Kota,Shri0th Puram, RSPCB,32,240,98,NO2
1141,Rajasthan,Kota,Shri0th Puram, RSPCB,3,41,11,SO2
1142,Rajasthan,0gaur,Karni Colony, RSPCB,3,11,7,SO2
1143,Rajasthan,Pali,Indira Colony Vistar, RSPCB,4,18,11,SO2
1144,Rajasthan,Pratapgarh,Pragati 0gar, RSPCB,32,54,41,CO
1145,Rajasthan,Rajsamand,Dhoinda, RSPCB,133,383,294,PM2.5
1146,Rajasthan,Rajsamand,Dhoinda, RSPCB,17,76,34,NO2
1147,Rajasthan,Sawai Madhopur,Sahu 0gar, RSPCB,74,345,179,PM10
1148,Rajasthan,Sawai Madhopur,Sahu 0gar, RSPCB,52,111,81,CO
1149,Rajasthan,Sikar,Radhakishan Pura, RSPCB,6,15,10,NH3
1150,Rajasthan,Sikar,Radhakishan Pura, RSPCB,3,10,6,SO2
1151,Rajasthan,Sirohi,Vedhay0th Colony, RSPCB,12,66,27,CO
1152,Rajasthan,Sri Ganga0gar,Old City, RSPCB,33,140,88,NO2
1153,Rajasthan,Sri Ganga0gar,Old City, RSPCB,34,182,121,CO
1154,Rajasthan,Tonk,Shastri 0gar, RSPCB,70,500,221,PM10
1155,Rajasthan,Tonk,Shastri 0gar, RSPCB,1,7,3,SO2
1156,Rajasthan,Tonk,Shastri 0gar, RSPCB,1,88,49,OZONE
1157,Rajasthan,Udaipur,Ashok 0gar, RSPCB,180,371,287,PM2.5
1158,Sikkim,Gangtok,Zero Point GICI, SSPCB,10,23,16,PM2.5
1159,Sikkim,Gangtok,Zero Point GICI, SSPCB,12,63,52,OZONE
1160,Tamil0du,Chengalpattu,Crescent University, TNPCB,22,24,23,SO2
1161,Tamil0du,Chen0i,Alandur Bus Depot, CPCB,50,72,60,PM2.5
1162,Tamil0du,Chen0i,Gandhi 0gar_Ennore, TNPCB,5,8,7,SO2
1163,Tamil0du,Chen0i,Ma0li, CPCB,37,114,80,PM2.5
1164,Tamil0du,Chen0i,Perungudi, TNPCB,3,11,6,NO2
1165,Tamil0du,Chen0i,Perungudi, TNPCB,5,11,8,OZONE
1166,Tamil0du,Cuddalore,Kudikadu, TNPCB,27,92,59,PM10
1167,Tamil0du,Gummidipoondi,Anthoni Pillai 0gar, TNPCB,37,408,180,PM2.5
1168,Tamil0du,Gummidipoondi,Anthoni Pillai 0gar, TNPCB,56,242,133,PM10
1169,Tamil0du,Gummidipoondi,Anthoni Pillai 0gar, TNPCB,6,43,21,SO2
1170,Tamil0du,Ooty,Bombay Castel, TNPCB,6,66,36,PM10
1171,Tamil0du,Ooty,Bombay Castel, TNPCB,0,0,0,NH3
1172,Tamil0du,Ooty,Bombay Castel, TNPCB,13,13,13,SO2
1173,Tamil0du,Ooty,Bombay Castel, TNPCB,5,6,5,OZONE
1174,Tamil0du,Palkalaiperur,Bharathidasan University, TNPCB,1,1,1,OZONE
1175,Tamil0du,Salem,So0 College of Technology, TNPCB,3,3,3,OZONE
1176,Tamil0du,Thoothukudi,Meelavittan, TNPCB,9,131,65,OZONE
1177,Tamil0du,Tiruchirappalli,St Joseph College, TNPCB,0,0,0,NH3
1178,Tamil0du,Tiruchirappalli,St Joseph College, TNPCB,0,0,0,SO2
1179,Tamil0du,Tirupur,Kumaran College, TNPCB,13,44,27,PM2.5
1180,Tamil0du,Tirupur,Kumaran College, TNPCB,28,106,54,PM10
1181,Tamil0du,Vellore,Vasanthapuram, TNPCB,0,0,0,PM2.5
1182,Tamil0du,Vellore,Vasanthapuram, TNPCB,5,24,13,NO2
1183,Telanga0,Hyderabad,ECIL Kapra, TSPCB,9,14,11,NO2
1184,Telanga0,Hyderabad,ECIL Kapra, TSPCB,5,7,6,NH3
1185,Telanga0,Hyderabad,ECIL Kapra, TSPCB,8,31,18,SO2
1186,Telanga0,Hyderabad,ICRISAT Patancheru, TSPCB,16,17,16,NO2
1187,Telanga0,Hyderabad,ICRISAT Patancheru, TSPCB,50,109,77,CO
1188,Telanga0,Hyderabad,IDA Pashamylaram, TSPCB,139,188,170,PM2.5
1189,Telanga0,Hyderabad,IDA Pashamylaram, TSPCB,1,4,2,NH3
1190,Telanga0,Hyderabad,IITH Kandi, TSPCB,66,108,85,PM10
1191,Telanga0,Hyderabad,IITH Kandi, TSPCB,2,2,2,NH3
1192,Telanga0,Hyderabad,Kompally Municipal Office, TSPCB,36,200,65,PM2.5
1193,Telanga0,Hyderabad,New Malakpet, TSPCB,60,155,91,PM2.5
1194,Telanga0,Hyderabad,Ramachandrapuram, TSPCB,20,26,26,CO
1195,Telanga0,Hyderabad,Somajiguda, TSPCB,20,58,35,CO
1196,Telanga0,Hyderabad,Somajiguda, TSPCB,2,36,20,OZONE
1197,Telanga0,Hyderabad,Zoo Park, TSPCB,142,182,163,PM2.5
1198,Telanga0,Hyderabad,Zoo Park, TSPCB,91,155,125,PM10
1199,Uttar_Pradesh,Agra,Manoharpur, UPPCB,40,343,108,PM2.5
1200,Uttar_Pradesh,Agra,Manoharpur, UPPCB,21,22,21,SO2
1201,Uttar_Pradesh,Agra,Rohta, UPPCB,9,28,17,SO2
1202,Uttar_Pradesh,Agra,Sector, UPPCB,60,347,144,PM10
1203,Uttar_Pradesh,Agra,Shastripuram, UPPCB,19,20,19,NO2
1204,Uttar_Pradesh,Baghpat,Sardar Patel Inter College, UPPCB,43,84,61,NO2
1205,Uttar_Pradesh,Baghpat,Sardar Patel Inter College, UPPCB,3,6,4,NH3
1206,Uttar_Pradesh,Baghpat,Sardar Patel Inter College, UPPCB,28,105,74,CO
1207,Uttar_Pradesh,Bulandshahr,Yamu0puram, UPPCB,1,70,35,OZONE
1208,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,37,186,89,PM10
1209,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,36,51,42,SO2
1210,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,10,103,20,CO
1211,Uttar_Pradesh,Firozabad,Vibhab 0gar, UPPCB,32,102,61,NO2
1212,Uttar_Pradesh,Firozabad,Vibhab 0gar, UPPCB,6,80,54,OZONE
