id,pollutant_id,Prediction_LDA,Prediction_Bayes
177,OZONE,SO2,NO2
178,NH3,NH3,SO2
179,SO2,NO2,NO2
181,SO2,SO2,NO2
182,OZONE,SO2,NO2
183,PM2.5,PM10,PM10
186,NO2,SO2,SO2
187,OZONE,NO2,NO2
188,PM2.5,PM10,PM10
190,PM2.5,PM10,PM10
191,NO2,SO2,SO2
192,NH3,SO2,SO2
197,SO2,NO2,NO2
198,OZONE,SO2,SO2
199,PM10,NH3,NO2
200,PM10,CO,CO
201,NO2,NH3,SO2
202,NH3,NH3,SO2
203,NH3,NH3,SO2
204,CO,NO2,NO2
206,PM2.5,PM10,PM10
208,PM2.5,CO,NO2
209,NO2,NH3,SO2
210,CO,NH3,NO2
211,NH3,NH3,SO2
212,NO2,NH3,SO2
214,NO2,NH3,SO2
215,OZONE,NH3,SO2
216,NH3,NH3,SO2
217,CO,NH3,SO2
218,PM10,NO2,NO2
220,NO2,NH3,SO2
224,CO,OZONE,OZONE
226,CO,NO2,NO2
228,PM10,NO2,NO2
230,CO,NO2,NO2
232,PM2.5,NO2,NO2
233,PM10,NO2,NO2
234,PM10,NO2,NO2
235,OZONE,CO,CO
236,PM10,PM2.5,PM2.5
237,CO,NO2,NO2
238,OZONE,SO2,SO2
239,PM10,NH3,SO2
240,NO2,NH3,SO2
241,CO,NO2,NO2
242,PM2.5,OZONE,OZONE
243,NO2,SO2,SO2
244,CO,OZONE,OZONE
245,NH3,SO2,SO2
246,OZONE,SO2,NO2
247,SO2,NO2,NO2
249,PM2.5,NO2,NO2
251,NH3,NH3,SO2
255,CO,NO2,NO2
257,PM2.5,NH3,SO2
259,OZONE,SO2,SO2
260,CO,SO2,NO2
261,PM2.5,PM10,PM10
263,NO2,CO,CO
264,NO2,OZONE,OZONE
266,CO,NO2,NO2
269,NO2,OZONE,CO
270,NH3,SO2,SO2
272,PM2.5,PM10,PM10
273,PM10,CO,CO
274,CO,OZONE,OZONE
277,PM2.5,PM10,PM10
280,NH3,NH3,SO2
281,CO,OZONE,NO2
283,SO2,NO2,NO2
284,NO2,OZONE,OZONE
285,NH3,NH3,SO2
288,NO2,NH3,SO2
291,NH3,NH3,SO2
292,NO2,CO,CO
293,SO2,SO2,NO2
294,CO,NO2,NO2
296,NO2,PM10,PM10
297,OZONE,SO2,NO2
298,CO,NO2,NO2
300,PM2.5,PM10,PM10
303,CO,NO2,NO2
304,PM2.5,PM10,PM10
305,PM10,PM2.5,PM2.5
306,CO,OZONE,OZONE
313,CO,NO2,NO2
314,OZONE,SO2,SO2
315,NO2,CO,CO
317,SO2,SO2,NO2
318,PM2.5,CO,CO
321,NH3,NH3,SO2
322,OZONE,SO2,SO2
323,NO2,SO2,SO2
324,PM2.5,OZONE,OZONE
325,NH3,SO2,SO2
327,OZONE,SO2,SO2
329,NH3,SO2,SO2
332,CO,PM10,PM10
334,CO,NO2,NO2
335,CO,OZONE,OZONE
336,NO2,SO2,SO2
338,NH3,SO2,SO2
339,OZONE,CO,CO
344,NO2,CO,CO
346,CO,NO2,NO2
347,NO2,SO2,SO2
348,CO,NO2,NO2
350,PM10,NH3,SO2
351,OZONE,NH3,SO2
352,NO2,SO2,SO2
353,CO,OZONE,OZONE
357,PM2.5,PM10,PM10
361,NH3,NH3,SO2
362,CO,NH3,NO2
364,NO2,NH3,SO2
365,SO2,NO2,NO2
366,NO2,OZONE,OZONE
367,SO2,CO,CO
369,NH3,SO2,SO2
370,SO2,SO2,NO2
371,PM10,PM2.5,PM2.5
373,PM10,PM2.5,PM2.5
374,CO,SO2,NO2
375,NO2,SO2,SO2
376,OZONE,SO2,SO2
378,PM10,PM2.5,PM2.5
380,SO2,NO2,NO2
381,NO2,PM10,PM10
382,NH3,NO2,NO2
383,CO,OZONE,OZONE
384,PM2.5,NO2,NO2
385,PM2.5,SO2,SO2
387,OZONE,PM2.5,PM2.5
389,NH3,SO2,SO2
390,PM2.5,NO2,NO2
391,PM10,NO2,NO2
392,NO2,NH3,SO2
393,CO,OZONE,OZONE
394,CO,SO2,SO2
395,OZONE,NO2,NO2
396,OZONE,NO2,NO2
399,CO,OZONE,OZONE
400,CO,NO2,NO2
401,PM10,CO,CO
402,CO,NO2,NO2
405,PM2.5,PM10,PM10
406,NO2,NH3,SO2
408,CO,NO2,NO2
409,NO2,OZONE,OZONE
410,PM2.5,PM10,PM10
411,PM10,NO2,NO2
412,NO2,SO2,SO2
418,CO,SO2,SO2
419,SO2,CO,CO
420,PM2.5,PM10,PM10
423,CO,NH3,SO2
424,PM2.5,PM10,PM10
426,NO2,SO2,SO2
430,NH3,NH3,SO2
431,NH3,NH3,SO2
432,CO,SO2,NO2
434,PM2.5,PM10,PM10
435,CO,NO2,NO2
436,NO2,NH3,SO2
437,NH3,NH3,SO2
441,NH3,NH3,SO2
442,CO,NO2,NO2
444,NO2,NH3,SO2
446,NH3,NH3,SO2
447,NH3,NH3,SO2
448,CO,OZONE,OZONE
451,NH3,NH3,SO2
452,CO,NO2,NO2
453,CO,NO2,NO2
456,PM10,PM2.5,PM2.5
457,NO2,NH3,SO2
458,CO,CO,NO2
459,NO2,OZONE,OZONE
461,NH3,NH3,SO2
463,NH3,NH3,SO2
465,CO,OZONE,OZONE
467,NO2,PM10,PM10
470,NH3,SO2,SO2
471,NO2,OZONE,OZONE
474,NH3,NH3,SO2
476,NH3,SO2,SO2
478,CO,NO2,NO2
480,NH3,NH3,SO2
485,NO2,SO2,SO2
486,OZONE,NO2,NO2
487,NH3,SO2,SO2
490,PM10,PM2.5,PM2.5
491,NH3,NO2,NO2
493,NH3,SO2,SO2
494,PM2.5,NH3,SO2
495,CO,NH3,SO2
496,NO2,PM10,PM10
497,PM2.5,PM10,PM10
498,PM2.5,CO,NO2
499,PM10,CO,CO
500,NH3,NH3,SO2
501,PM2.5,PM10,PM10
502,NH3,NH3,SO2
503,OZONE,NH3,SO2
504,PM2.5,NH3,SO2
505,NO2,NH3,SO2
507,PM2.5,CO,NO2
508,OZONE,NH3,SO2
509,CO,SO2,SO2
510,OZONE,SO2,SO2
511,PM10,SO2,SO2
514,CO,OZONE,OZONE
515,PM10,NO2,NO2
519,CO,NO2,NO2
521,CO,NH3,SO2
523,OZONE,NH3,SO2
525,OZONE,NO2,NO2
527,NO2,SO2,SO2
529,OZONE,NH3,SO2
530,NO2,NH3,SO2
531,OZONE,NH3,SO2
532,OZONE,NH3,SO2
533,NO2,CO,CO
534,PM2.5,PM10,PM10
537,NH3,NH3,SO2
538,OZONE,NH3,SO2
539,PM2.5,PM10,PM10
540,PM2.5,PM10,PM10
541,OZONE,SO2,SO2
543,OZONE,NO2,NO2
544,PM10,NH3,SO2
545,CO,SO2,SO2
546,NH3,NH3,SO2
550,NH3,NH3,SO2
551,NH3,NH3,SO2
552,CO,SO2,NO2
555,NO2,CO,CO
556,NH3,NH3,SO2
557,CO,OZONE,OZONE
560,NH3,NH3,SO2
563,PM2.5,PM10,PM10
564,NO2,SO2,SO2
565,CO,OZONE,OZONE
567,NO2,SO2,SO2
568,PM10,CO,CO
569,NH3,SO2,SO2
577,OZONE,SO2,SO2
578,NO2,SO2,SO2
579,NH3,SO2,SO2
581,CO,NO2,NO2
584,CO,OZONE,OZONE
585,OZONE,PM10,PM10
588,CO,SO2,SO2
589,SO2,NO2,NO2
591,NO2,SO2,CO
593,NO2,NH3,SO2
594,PM10,PM2.5,PM2.5
596,CO,OZONE,OZONE
597,NH3,SO2,SO2
599,SO2,SO2,NO2
600,PM2.5,PM10,PM10
602,SO2,NO2,NO2
603,NO2,SO2,SO2
605,NH3,SO2,SO2
606,PM2.5,CO,NO2
607,PM10,CO,CO
608,NO2,SO2,SO2
609,PM2.5,CO,CO
611,OZONE,SO2,SO2
612,PM10,CO,NO2
613,NH3,SO2,SO2
616,NH3,NH3,SO2
618,PM2.5,PM10,PM10
621,PM10,PM2.5,PM2.5
622,CO,OZONE,OZONE
624,NO2,CO,CO
625,NH3,SO2,SO2
628,NH3,NH3,SO2
632,OZONE,NO2,NO2
633,SO2,NH3,NO2
634,CO,OZONE,OZONE
635,PM2.5,CO,NO2
636,PM2.5,OZONE,CO
637,PM10,CO,CO
640,SO2,NO2,NO2
643,NH3,SO2,SO2
645,CO,CO,NO2
646,OZONE,NO2,NO2
647,NH3,SO2,NO2
648,NH3,SO2,NO2
649,OZONE,NH3,SO2
650,NH3,NO2,NO2
654,SO2,NO2,NO2
655,PM2.5,NO2,NO2
657,CO,NO2,NO2
658,CO,OZONE,OZONE
659,PM10,NO2,NO2
660,PM2.5,NO2,NO2
661,PM10,NO2,NO2
662,NH3,NH3,SO2
665,NH3,NH3,SO2
667,NH3,NH3,SO2
668,OZONE,NH3,SO2
669,OZONE,NO2,NO2
671,CO,NH3,SO2
673,PM2.5,PM10,PM10
675,NH3,NH3,SO2
676,PM2.5,PM10,PM10
678,CO,OZONE,OZONE
680,PM2.5,PM10,PM10
682,NH3,NH3,SO2
683,CO,SO2,NO2
684,PM2.5,NO2,NO2
685,NO2,NH3,SO2
686,NH3,NH3,SO2
687,NO2,NH3,SO2
688,CO,OZONE,OZONE
691,NH3,SO2,SO2
692,NO2,SO2,SO2
693,OZONE,SO2,SO2
694,PM10,NH3,SO2
695,NO2,NH3,SO2
699,SO2,NO2,NO2
700,NH3,SO2,SO2
701,CO,OZONE,OZONE
702,NH3,NH3,SO2
703,OZONE,CO,NO2
704,SO2,NH3,NO2
706,PM2.5,NH3,SO2
707,CO,NO2,NO2
709,PM10,NH3,NO2
710,CO,NO2,NO2
711,PM10,CO,CO
712,SO2,NO2,NO2
714,PM2.5,CO,CO
715,CO,NO2,NO2
716,PM2.5,NO2,NO2
718,PM2.5,PM10,PM10
719,PM10,CO,CO
720,NH3,SO2,SO2
721,NH3,SO2,SO2
722,NH3,SO2,SO2
723,PM10,PM2.5,PM2.5
724,PM2.5,PM10,PM10
727,NO2,OZONE,OZONE
728,SO2,NH3,NO2
730,CO,NO2,NO2
733,PM10,PM2.5,PM2.5
734,NH3,NH3,SO2
735,PM2.5,PM10,PM10
736,PM2.5,NH3,SO2
737,NO2,OZONE,OZONE
739,NH3,NH3,SO2
742,CO,OZONE,OZONE
745,OZONE,NH3,SO2
746,NO2,OZONE,OZONE
749,NH3,NH3,SO2
750,CO,PM10,PM10
751,PM2.5,PM10,PM10
754,NH3,NH3,NO2
756,NO2,NH3,SO2
757,PM10,PM2.5,PM2.5
758,NH3,NH3,NO2
759,CO,OZONE,OZONE
760,NH3,NH3,SO2
761,PM10,PM2.5,PM2.5
763,CO,CO,NO2
764,NH3,NH3,SO2
767,NH3,NH3,SO2
768,NH3,NH3,SO2
769,SO2,SO2,NO2
773,OZONE,NH3,SO2
774,PM10,PM2.5,PM2.5
775,CO,OZONE,OZONE
776,PM2.5,PM10,PM10
777,OZONE,NH3,SO2
780,CO,NH3,SO2
781,OZONE,NH3,SO2
782,NO2,OZONE,CO
786,PM2.5,CO,NO2
787,PM10,CO,CO
788,OZONE,NH3,SO2
789,PM10,OZONE,OZONE
790,PM2.5,NO2,NO2
795,OZONE,NH3,SO2
798,OZONE,NH3,NO2
799,PM2.5,PM10,PM10
803,PM2.5,PM10,PM10
804,CO,OZONE,OZONE
805,OZONE,NH3,SO2
806,OZONE,SO2,NO2
807,PM2.5,PM10,PM10
810,PM10,PM2.5,PM2.5
815,CO,OZONE,OZONE
816,OZONE,SO2,NO2
818,NH3,SO2,SO2
819,CO,CO,NO2
823,NO2,OZONE,OZONE
824,NH3,NH3,SO2
826,PM2.5,SO2,SO2
827,SO2,CO,CO
828,PM2.5,CO,CO
829,CO,NH3,SO2
830,PM2.5,NH3,SO2
831,NH3,NH3,SO2
832,PM2.5,CO,NO2
833,NH3,NH3,SO2
835,NH3,NH3,SO2
836,CO,OZONE,OZONE
837,PM2.5,NH3,SO2
839,CO,NH3,NO2
840,PM2.5,CO,CO
841,NO2,NH3,SO2
842,NH3,NH3,SO2
843,CO,OZONE,OZONE
846,NH3,NH3,SO2
848,NO2,NH3,SO2
849,CO,NO2,NO2
851,PM2.5,OZONE,OZONE
852,NO2,NH3,SO2
853,NH3,NH3,SO2
854,CO,NH3,NO2
855,OZONE,NH3,SO2
856,PM10,SO2,NO2
857,PM2.5,OZONE,OZONE
858,PM10,CO,NO2
861,PM2.5,PM10,PM10
862,PM2.5,NO2,NO2
863,NO2,OZONE,OZONE
864,NH3,NH3,SO2
866,CO,NO2,NO2
868,NO2,SO2,SO2
869,NO2,NH3,SO2
870,PM2.5,NO2,NO2
871,NO2,NH3,SO2
872,NH3,NH3,SO2
874,PM2.5,OZONE,NO2
875,OZONE,SO2,NO2
876,PM2.5,NO2,NO2
877,PM10,NO2,NO2
880,NH3,SO2,SO2
881,CO,OZONE,OZONE
882,OZONE,SO2,SO2
884,CO,SO2,NO2
885,PM2.5,CO,CO
886,PM10,NO2,NO2
888,PM2.5,SO2,NO2
889,NH3,NH3,SO2
891,NH3,NH3,SO2
892,NH3,SO2,SO2
893,NO2,SO2,SO2
894,CO,NO2,NO2
896,PM10,PM2.5,PM2.5
897,NH3,NH3,SO2
900,NO2,NH3,SO2
902,SO2,NO2,NO2
904,PM2.5,PM10,PM10
905,PM10,PM2.5,PM2.5
906,NO2,PM10,PM10
907,NH3,NH3,SO2
908,CO,SO2,SO2
909,OZONE,NH3,SO2
911,CO,SO2,NO2
913,NH3,NH3,SO2
914,CO,OZONE,OZONE
916,PM10,PM2.5,PM2.5
917,NH3,NH3,SO2
920,PM10,OZONE,OZONE
922,NH3,SO2,SO2
923,NO2,SO2,SO2
924,PM2.5,OZONE,OZONE
925,PM10,CO,CO
926,OZONE,CO,CO
927,NH3,SO2,SO2
932,NO2,OZONE,OZONE
933,PM10,OZONE,OZONE
936,PM10,NH3,SO2
941,SO2,SO2,NO2
944,NH3,NH3,SO2
946,PM2.5,PM10,PM10
948,NH3,NH3,SO2
951,CO,SO2,NO2
952,NO2,NH3,SO2
953,NH3,NH3,SO2
956,PM2.5,PM10,PM10
957,CO,SO2,NO2
959,NO2,OZONE,OZONE
960,NH3,NO2,NO2
961,SO2,NO2,NO2
963,NO2,CO,CO
964,NH3,SO2,SO2
967,NH3,SO2,SO2
969,PM10,PM2.5,PM2.5
970,NO2,NH3,SO2
971,PM2.5,PM10,PM10
973,PM10,PM2.5,PM2.5
975,PM2.5,NH3,SO2
976,NH3,NH3,SO2
978,OZONE,SO2,SO2
981,NH3,SO2,SO2
982,NH3,SO2,SO2
985,NO2,OZONE,OZONE
986,SO2,OZONE,OZONE
987,CO,CO,NO2
989,CO,SO2,NO2
991,NO2,CO,PM10
992,SO2,OZONE,OZONE
995,NH3,NH3,SO2
997,NH3,NH3,SO2
998,PM2.5,NH3,SO2
999,PM2.5,CO,CO
1000,NH3,NH3,SO2
1001,PM2.5,PM10,PM10
1003,CO,OZONE,OZONE
1004,PM2.5,PM10,PM10
1005,SO2,OZONE,NO2
1006,NH3,NH3,NO2
1008,NO2,NH3,SO2
1009,NO2,OZONE,OZONE
1012,NH3,NH3,SO2
1013,CO,NO2,NO2
1015,NO2,OZONE,OZONE
1016,NH3,NO2,NO2
1018,PM2.5,PM10,PM10
1020,CO,NO2,NO2
1024,NH3,NH3,SO2
1026,NH3,SO2,SO2
1029,PM10,PM2.5,PM2.5
1030,NO2,SO2,SO2
1031,PM10,SO2,SO2
1032,PM2.5,CO,NO2
1034,PM10,PM2.5,PM2.5
1035,NH3,SO2,SO2
1037,NO2,SO2,SO2
1042,SO2,NO2,NO2
1043,PM10,CO,CO
1045,NO2,SO2,SO2
1048,PM2.5,SO2,SO2
1049,NO2,SO2,SO2
1052,SO2,NO2,NO2
1054,SO2,NO2,NO2
1055,CO,NO2,NO2
1058,OZONE,NO2,NO2
1059,PM10,NO2,NO2
1061,NH3,NO2,NO2
1062,NH3,NH3,SO2
1064,OZONE,NH3,SO2
1065,NH3,NH3,SO2
1067,CO,OZONE,NO2
1068,CO,SO2,SO2
1069,OZONE,NH3,SO2
1070,PM10,CO,CO
1071,NH3,NH3,SO2
1074,CO,OZONE,OZONE
1075,NH3,NH3,SO2
1076,PM10,OZONE,OZONE
1077,NH3,NH3,SO2
1078,NO2,NH3,SO2
1079,PM2.5,PM10,PM10
1081,PM2.5,PM10,PM10
1082,PM10,PM2.5,PM2.5
1085,OZONE,SO2,NO2
1086,NO2,CO,CO
1087,NH3,SO2,SO2
1088,CO,NO2,NO2
1089,OZONE,NO2,NO2
1090,PM2.5,NO2,NO2
1092,OZONE,NH3,SO2
1093,CO,PM10,PM10
1094,CO,NO2,NO2
1095,NH3,NH3,SO2
1096,OZONE,SO2,SO2
1098,SO2,NO2,NO2
1099,OZONE,SO2,NO2
1102,PM10,CO,CO
1103,PM10,PM2.5,PM2.5
1104,SO2,NO2,NO2
1108,NH3,NH3,SO2
1109,SO2,NO2,NO2
1111,NH3,NH3,SO2
1117,NH3,NH3,SO2
1120,NH3,NH3,SO2
1122,PM10,NH3,SO2
1124,OZONE,NO2,NO2
1129,NO2,CO,CO
1130,NO2,NH3,SO2
1131,OZONE,CO,CO
1136,NH3,SO2,SO2
1137,NH3,NH3,SO2
1138,SO2,NO2,NO2
1139,PM10,PM2.5,PM2.5
1140,NO2,PM10,PM10
1141,SO2,SO2,NO2
1144,CO,SO2,NO2
1149,NH3,SO2,SO2
1151,CO,NO2,NO2
1152,NO2,OZONE,OZONE
1153,CO,OZONE,PM2.5
1158,PM2.5,NH3,SO2
1161,PM2.5,SO2,SO2
1163,PM2.5,OZONE,OZONE
1164,NO2,NH3,SO2
1165,OZONE,NH3,SO2
1166,PM10,CO,CO
1167,PM2.5,PM10,PM10
1169,SO2,SO2,NO2
1170,PM10,OZONE,OZONE
1171,NH3,NH3,SO2
1173,OZONE,SO2,SO2
1174,OZONE,SO2,SO2
1175,OZONE,SO2,SO2
1177,NH3,SO2,SO2
1179,PM2.5,SO2,NO2
1180,PM10,CO,NO2
1181,PM2.5,SO2,SO2
1182,NO2,SO2,SO2
1183,NO2,NH3,SO2
1184,NH3,NH3,SO2
1186,NO2,NH3,SO2
1189,NH3,NH3,SO2
1190,PM10,CO,CO
1191,NH3,NH3,SO2
1192,PM2.5,PM10,PM10
1193,PM2.5,PM10,PM10
1194,CO,NH3,SO2
1195,CO,SO2,NO2
1196,OZONE,NH3,SO2
1197,PM2.5,PM10,PM10
1198,PM10,CO,CO
1199,PM2.5,PM10,PM10
1203,NO2,NH3,SO2
1205,NH3,NH3,SO2
1206,CO,OZONE,OZONE
1210,CO,PM10,PM10
1211,NO2,CO,CO
1214,NO2,OZONE,OZONE
1219,NO2,CO,CO
1220,SO2,NO2,NO2
1221,OZONE,NO2,NO2
1222,CO,NH3,SO2
1223,OZONE,SO2,SO2
1224,PM2.5,PM10,PM10
1225,NO2,NH3,SO2
1227,NO2,NH3,SO2
1228,OZONE,SO2,SO2
1229,NH3,SO2,SO2
1230,NH3,NH3,SO2
1232,PM2.5,PM10,PM10
1233,OZONE,SO2,SO2
1235,NH3,NO2,NO2
1236,NH3,NH3,SO2
1237,NH3,NH3,SO2
1239,OZONE,SO2,SO2
1243,OZONE,SO2,SO2
1244,NO2,CO,CO
1245,NH3,SO2,SO2
1249,OZONE,PM10,PM10
1250,PM2.5,PM10,PM10
1252,NO2,SO2,SO2
1255,OZONE,SO2,SO2
1256,NH3,SO2,SO2
1257,OZONE,SO2,SO2
1258,PM2.5,PM10,PM10
1259,NH3,SO2,SO2
1260,OZONE,SO2,SO2
1261,NO2,SO2,SO2
1264,PM2.5,CO,CO
1265,OZONE,NO2,NO2
1267,NH3,NH3,SO2
1268,CO,NO2,NO2
1269,NO2,NH3,SO2
1272,PM10,PM2.5,PM2.5
1273,CO,PM10,PM10
1274,SO2,SO2,NO2
1275,NO2,NH3,SO2
1276,NH3,NH3,SO2
1278,SO2,NO2,NO2
1279,PM10,PM2.5,PM2.5
1281,PM2.5,PM10,PM10
1283,NO2,CO,CO
1287,CO,OZONE,OZONE
1288,PM2.5,PM10,PM10
1289,PM2.5,PM10,PM10
1290,SO2,SO2,NO2
1293,PM2.5,SO2,SO2
1294,NO2,SO2,SO2
1295,NO2,OZONE,OZONE
1298,PM2.5,PM10,PM10
1299,NO2,NH3,SO2
1304,PM10,NO2,NO2
1305,OZONE,NO2,NO2
1306,NH3,NO2,NO2
1307,CO,NO2,NO2
1308,OZONE,NO2,NO2
1309,PM2.5,PM10,PM10
1311,NH3,NO2,NO2
1312,SO2,NO2,NO2
1315,SO2,NO2,NO2
1316,PM10,PM2.5,PM2.5
1317,NO2,PM10,PM10
1320,CO,OZONE,OZONE
1322,SO2,NH3,NO2
1323,PM2.5,PM10,PM10
1326,NO2,NH3,SO2
1327,CO,NO2,NO2
1329,PM10,CO,CO
1331,NH3,SO2,SO2
1332,PM2.5,PM10,PM10
1334,PM10,NH3,SO2
1335,NH3,NH3,SO2
1336,CO,CO,NO2
1339,NH3,SO2,SO2
1341,NH3,SO2,SO2
1343,CO,SO2,NO2
1346,CO,OZONE,OZONE
1351,CO,OZONE,OZONE
1354,SO2,SO2,NO2
1355,CO,NO2,NO2
1356,OZONE,SO2,NO2
1358,NH3,SO2,NO2
1359,SO2,OZONE,OZONE
1360,NH3,NO2,NO2
1361,NH3,NO2,NO2
1363,OZONE,NH3,NO2
1364,CO,OZONE,OZONE
1367,NO2,NH3,SO2
1369,CO,OZONE,OZONE
1370,OZONE,NH3,SO2
1371,PM10,PM2.5,PM2.5
1372,NH3,NH3,SO2
1373,PM10,CO,CO
1374,SO2,SO2,NO2
1375,NH3,SO2,SO2
1377,CO,NO2,NO2
1378,CO,NO2,NO2
1379,SO2,NO2,NO2
1380,SO2,SO2,NO2
1381,CO,PM10,PM10
1384,PM10,PM2.5,PM2.5
1386,OZONE,NO2,NO2
1387,CO,CO,NO2
1388,OZONE,NO2,NO2
1392,NH3,NO2,NO2
1394,NH3,NH3,NO2
1395,PM10,PM2.5,PM2.5
1397,OZONE,NO2,NO2
1398,NH3,NH3,SO2
1400,NH3,NO2,NO2
1402,PM10,PM2.5,PM2.5
1404,OZONE,NO2,NO2
1405,NH3,NH3,SO2
1406,NH3,NH3,SO2
1409,PM10,PM2.5,PM2.5
1410,OZONE,OZONE,NO2
1412,CO,NO2,NO2
1413,PM10,PM2.5,PM2.5
1416,OZONE,NO2,NO2
1418,PM2.5,PM10,PM10
1419,NH3,NH3,SO2
1421,OZONE,NO2,NO2
1422,PM10,PM2.5,PM2.5
1423,OZONE,PM10,PM10
1424,NO2,CO,CO
1425,CO,OZONE,OZONE
1426,OZONE,NH3,SO2
1428,OZONE,OZONE,NO2
1429,NH3,NH3,SO2
1430,CO,OZONE,OZONE
1431,SO2,NH3,NO2
1432,OZONE,PM2.5,PM2.5
1435,NH3,NH3,SO2
1436,NO2,PM2.5,PM2.5
1437,NH3,NH3,SO2
1440,CO,NO2,NO2
1442,CO,OZONE,OZONE
1443,PM10,PM2.5,PM2.5
1444,NO2,NH3,SO2
1446,PM10,CO,CO
1449,OZONE,NH3,SO2
1451,NH3,NH3,SO2
1452,PM2.5,PM10,PM10
1454,CO,OZONE,OZONE
1456,PM10,NO2,NO2
1457,NO2,NH3,SO2
1458,NH3,NH3,SO2
1459,CO,SO2,NO2
1460,OZONE,NH3,SO2
1461,PM2.5,PM10,PM10
1463,NH3,NH3,SO2
1464,CO,OZONE,OZONE
1465,SO2,NO2,NO2
1468,CO,NO2,NO2
1469,CO,NO2,NO2
1471,OZONE,NH3,SO2
1472,NH3,NH3,SO2
1476,NH3,NH3,SO2
1479,CO,PM10,PM10
1480,CO,NH3,SO2
1481,PM10,CO,CO
1483,PM10,CO,CO
1484,NH3,NH3,SO2
1486,CO,NO2,NO2
1488,CO,OZONE,OZONE
1490,NO2,NH3,SO2
1491,CO,SO2,SO2
1494,CO,SO2,SO2
1495,OZONE,SO2,NO2
1500,NH3,SO2,SO2
1501,SO2,SO2,NO2
1503,PM2.5,PM10,PM10
1504,PM10,CO,CO
1505,NO2,PM2.5,PM2.5
1507,CO,NH3,NO2
1508,PM10,OZONE,OZONE
1509,CO,NH3,SO2
1510,OZONE,NH3,SO2
1511,PM10,CO,CO
1514,CO,OZONE,NO2
1515,PM2.5,NO2,NO2
1516,PM10,CO,CO
1517,NO2,NH3,SO2
1518,OZONE,NH3,SO2
1519,PM10,CO,CO
1520,PM2.5,CO,CO
1521,NH3,NH3,SO2
1522,CO,NH3,SO2
1523,OZONE,CO,NO2
1524,PM10,CO,CO
1525,NO2,NH3,SO2
1526,OZONE,NH3,SO2
1527,PM2.5,OZONE,OZONE
1529,CO,NO2,NO2
1530,PM10,CO,CO
1533,NH3,NH3,SO2
1534,CO,NH3,NO2
1535,PM10,CO,CO
1536,CO,NO2,NO2
1537,NH3,NH3,SO2
1538,PM10,NH3,SO2
1539,CO,NO2,NO2
1540,PM10,CO,NO2
1541,PM2.5,PM10,PM10
1542,PM10,CO,CO
1543,NH3,NH3,SO2
1544,OZONE,SO2,SO2
1545,SO2,PM10,PM10
1546,NO2,SO2,SO2
1547,NH3,NH3,SO2
1548,OZONE,NH3,NO2
1550,CO,NO2,NO2
1551,PM2.5,CO,CO
1555,NH3,SO2,SO2
1556,PM10,NO2,NO2
1557,NO2,SO2,SO2
1558,NH3,SO2,SO2
1559,PM2.5,PM10,PM10
1560,NO2,SO2,SO2
1562,CO,OZONE,OZONE
1563,PM10,SO2,NO2
1564,NO2,NH3,SO2
1565,OZONE,SO2,SO2
1567,OZONE,SO2,NO2
1569,OZONE,NO2,NO2
1570,PM2.5,NO2,NO2
1571,PM10,NO2,NO2
1573,NH3,NH3,SO2
1575,CO,NO2,NO2
1576,OZONE,NO2,NO2
1578,NH3,NH3,SO2
1581,SO2,NO2,NO2
1583,NH3,NH3,SO2
1584,PM2.5,CO,CO
1585,NO2,SO2,SO2
1586,NH3,NH3,SO2
1589,SO2,NO2,NO2
1592,CO,OZONE,OZONE
1594,NO2,OZONE,OZONE
1595,NH3,NH3,SO2
1599,PM10,PM2.5,PM2.5
1600,CO,NO2,NO2
1601,NO2,SO2,SO2
1603,CO,PM10,PM10
1604,NO2,PM10,PM10
1605,NH3,SO2,SO2
1608,NH3,NH3,SO2
1610,OZONE,NH3,SO2
1611,NO2,OZONE,OZONE
1612,NH3,NH3,SO2
1613,SO2,OZONE,OZONE
1618,CO,NO2,NO2
1619,SO2,SO2,NO2
1621,NH3,NH3,SO2
1622,PM2.5,CO,CO
1623,NH3,SO2,SO2
1625,PM2.5,PM10,PM10
1626,NO2,CO,CO
1627,CO,OZONE,OZONE
1629,NH3,NH3,SO2
1631,NH3,NH3,SO2
1633,NH3,NO2,NO2
1634,PM10,PM2.5,PM2.5
1635,NO2,OZONE,OZONE
1636,NH3,SO2,SO2
1637,PM10,PM2.5,PM2.5
1638,PM10,CO,CO
1640,NO2,PM10,PM10
1641,NH3,NO2,NO2
1642,SO2,CO,CO
1643,NO2,CO,CO
1644,SO2,SO2,NO2
1646,SO2,SO2,NO2
1647,NO2,CO,CO
1649,NH3,SO2,SO2
1650,PM10,NH3,SO2
1651,NO2,NH3,SO2
1654,SO2,SO2,NO2
1655,CO,OZONE,OZONE
1656,CO,PM10,PM10
1658,OZONE,SO2,SO2
1659,PM2.5,CO,CO
1660,CO,OZONE,OZONE
1662,NH3,NH3,SO2
1663,NO2,CO,CO
1664,NO2,NH3,SO2
1665,NH3,NH3,SO2
1667,SO2,NO2,NO2
1669,SO2,CO,CO
1670,CO,OZONE,OZONE
1675,CO,NH3,SO2
1677,NO2,CO,CO
1678,NH3,NH3,SO2
1679,CO,NO2,NO2
1680,NO2,CO,CO
1683,PM10,PM2.5,PM2.5
1684,OZONE,NO2,NO2
1685,SO2,NO2,NO2
1688,SO2,CO,CO
