id,pollutant_id,Prediction_LDA,Prediction_Bayes
1531,SO2,NH3,SO2
1532,SO2,NH3,SO2
1534,CO,NH3,NO2
1535,PM10,CO,CO
1536,CO,NO2,NO2
1538,PM10,NH3,SO2
1539,CO,NO2,NO2
1540,PM10,CO,NO2
1541,PM2.5,PM10,PM10
1542,PM10,CO,CO
1544,OZONE,SO2,SO2
1545,SO2,PM10,PM10
1546,NO2,SO2,SO2
1548,OZONE,NH3,NO2
1550,CO,NO2,NO2
1551,PM2.5,CO,CO
1552,NO2,SO2,NO2
1555,NH3,SO2,SO2
1556,PM10,NO2,NO2
1557,NO2,SO2,SO2
1558,NH3,SO2,SO2
1559,PM2.5,PM10,PM10
1560,NO2,SO2,SO2
1561,SO2,NH3,SO2
1562,CO,OZONE,OZONE
1563,PM10,SO2,NO2
1564,NO2,NH3,SO2
1565,OZONE,SO2,SO2
1567,OZONE,SO2,NO2
1569,OZONE,NO2,NO2
1570,PM2.5,NO2,NO2
1571,PM10,NO2,NO2
1575,CO,NO2,NO2
1576,OZONE,NO2,NO2
1581,SO2,NO2,NO2
1584,PM2.5,CO,CO
1585,NO2,SO2,SO2
1589,SO2,NO2,NO2
1591,SO2,NH3,SO2
1592,CO,OZONE,OZONE
1594,NO2,OZONE,OZONE
1599,PM10,PM2.5,PM2.5
1600,CO,NO2,NO2
1601,NO2,SO2,SO2
1603,CO,PM10,PM10
1604,NO2,PM10,PM10
1605,NH3,SO2,SO2
1606,SO2,NH3,SO2
1610,OZONE,NH3,SO2
1611,NO2,OZONE,OZONE
1613,SO2,OZONE,OZONE
1616,SO2,NH3,SO2
1617,SO2,NH3,SO2
1618,CO,NO2,NO2
1622,PM2.5,CO,CO
1623,NH3,SO2,SO2
1625,PM2.5,PM10,PM10
1626,NO2,CO,CO
1627,CO,OZONE,OZONE
1633,NH3,NO2,NO2
1634,PM10,PM2.5,PM2.5
1635,NO2,OZONE,OZONE
1636,NH3,SO2,SO2
1637,PM10,PM2.5,PM2.5
1638,PM10,CO,CO
1640,NO2,PM10,PM10
1641,NH3,NO2,NO2
1642,SO2,CO,CO
1643,NO2,CO,CO
1647,NO2,CO,CO
1649,NH3,SO2,SO2
1650,PM10,NH3,SO2
1651,NO2,NH3,SO2
1652,SO2,NH3,SO2
1655,CO,OZONE,OZONE
1656,CO,PM10,PM10
1658,OZONE,SO2,SO2
1659,PM2.5,CO,CO
1660,CO,OZONE,OZONE
1663,NO2,CO,CO
1664,NO2,NH3,SO2
1666,SO2,NH3,SO2
1667,SO2,NO2,NO2
1668,NO2,CO,NO2
1669,SO2,CO,CO
1670,CO,OZONE,OZONE
1674,SO2,NH3,SO2
1675,CO,NH3,SO2
1677,NO2,CO,CO
1679,CO,NO2,NO2
1680,NO2,CO,CO
1682,SO2,NH3,SO2
1683,PM10,PM2.5,PM2.5
1684,OZONE,NO2,NO2
1685,SO2,NO2,NO2
1688,SO2,CO,CO
1689,NH3,SO2,SO2
1692,NO2,OZONE,OZONE
1693,NH3,SO2,NO2
1694,PM2.5,SO2,SO2
1696,PM10,PM2.5,PM2.5
1698,NO2,PM2.5,PM2.5
1699,SO2,CO,CO
1700,CO,SO2,SO2
1703,NO2,SO2,NO2
1704,OZONE,NO2,NO2
1705,PM10,SO2,SO2
1707,NH3,SO2,SO2
1709,PM10,SO2,SO2
1711,CO,PM10,PM10
1712,CO,NH3,SO2
1713,PM2.5,OZONE,OZONE
1714,NH3,SO2,SO2
1715,PM2.5,NH3,SO2
1716,PM10,SO2,NO2
1717,OZONE,NH3,SO2
1718,PM2.5,NH3,SO2
1722,PM2.5,PM10,PM10
1723,PM2.5,PM10,PM10
1724,CO,NH3,NO2
1727,SO2,NH3,SO2
1729,PM2.5,PM10,PM10
1730,NO2,NH3,SO2
1731,SO2,NO2,NO2
1732,OZONE,NO2,NO2
1734,NO2,OZONE,NO2
1737,SO2,NH3,SO2
1740,NO2,SO2,NO2
1741,CO,PM10,PM10
1743,PM10,NO2,NO2
1744,PM2.5,PM10,PM10
1752,CO,NO2,NO2
1753,PM10,CO,CO
1756,PM10,PM2.5,PM2.5
1757,NH3,NO2,NO2
1759,PM10,NH3,SO2
1761,CO,OZONE,OZONE
1764,SO2,NH3,SO2
1766,SO2,NH3,SO2
1767,CO,NO2,NO2
1768,NO2,CO,CO
1769,SO2,NH3,SO2
1776,PM10,PM2.5,PM2.5
1777,NO2,CO,CO
1778,CO,PM10,PM10
1779,PM10,PM2.5,PM2.5
1781,NO2,OZONE,OZONE
1783,OZONE,NO2,NO2
1785,NO2,SO2,SO2
1789,NH3,NO2,NO2
1792,SO2,NH3,SO2
1796,SO2,NH3,SO2
1798,CO,OZONE,CO
1799,NO2,CO,NO2
1802,OZONE,PM2.5,PM2.5
1806,CO,NO2,NO2
1809,PM2.5,PM10,PM10
1812,NO2,SO2,SO2
1817,OZONE,SO2,NO2
1818,PM10,SO2,SO2
1819,PM10,SO2,SO2
1822,CO,NH3,SO2
1823,NO2,NH3,SO2
1824,OZONE,NH3,SO2
1825,NO2,SO2,SO2
1826,PM10,CO,CO
1827,SO2,NH3,SO2
1828,CO,SO2,SO2
1829,PM2.5,PM10,PM10
1830,CO,SO2,SO2
1831,OZONE,NH3,SO2
1832,NO2,NH3,SO2
1833,SO2,NH3,SO2
1835,SO2,NH3,SO2
1836,PM10,SO2,NO2
1837,NH3,SO2,SO2
1839,OZONE,SO2,SO2
1840,PM2.5,SO2,SO2
1841,PM10,SO2,SO2
1842,NO2,SO2,SO2
1843,CO,SO2,SO2
1844,PM10,SO2,NO2
1845,CO,SO2,SO2
1846,NH3,SO2,SO2
1847,OZONE,SO2,SO2
1848,PM2.5,CO,CO
1849,PM2.5,SO2,NO2
1852,SO2,NH3,SO2
1853,OZONE,NH3,SO2
1854,NO2,NH3,SO2
1855,SO2,NH3,SO2
1856,OZONE,NH3,SO2
1860,NO2,NH3,SO2
1861,NO2,SO2,SO2
1863,NO2,NH3,SO2
1864,OZONE,NH3,SO2
1865,PM2.5,SO2,NO2
1866,NO2,SO2,SO2
1868,SO2,NH3,SO2
1871,CO,OZONE,OZONE
1873,PM2.5,PM10,PM10
1875,PM2.5,PM10,PM10
1877,OZONE,SO2,SO2
1878,NO2,CO,CO
1879,SO2,NH3,SO2
1883,CO,SO2,NO2
1884,NO2,PM10,PM10
1885,OZONE,NH3,SO2
1889,CO,OZONE,OZONE
1890,NO2,NH3,SO2
1893,PM2.5,PM10,PM10
1894,CO,NO2,NO2
1896,NO2,OZONE,OZONE
1899,NH3,SO2,SO2
1901,PM2.5,PM10,PM10
1902,PM2.5,NH3,SO2
1903,NO2,SO2,SO2
1904,PM10,NH3,SO2
1905,NO2,NH3,SO2
1906,CO,OZONE,OZONE
1907,OZONE,SO2,SO2
1909,NH3,SO2,SO2
1911,PM10,PM2.5,PM2.5
1914,PM2.5,PM10,PM10
1917,CO,NO2,NO2
1918,PM10,PM2.5,PM2.5
1920,NO2,CO,CO
1921,NO2,SO2,SO2
1922,OZONE,SO2,SO2
1923,PM10,CO,PM2.5
1924,NH3,SO2,SO2
1926,PM2.5,CO,CO
1927,OZONE,SO2,SO2
1928,CO,SO2,NO2
1929,PM10,CO,CO
1930,NO2,SO2,NO2
1932,NO2,SO2,SO2
1934,SO2,NH3,SO2
1935,OZONE,NH3,SO2
1936,SO2,NH3,SO2
1938,NO2,SO2,NO2
1940,CO,NO2,NO2
1942,SO2,NH3,SO2
1943,OZONE,SO2,SO2
1944,OZONE,CO,NO2
1946,OZONE,NO2,NO2
1947,CO,PM10,PM10
1950,CO,PM10,PM10
1955,PM2.5,PM10,PM10
1957,PM10,CO,CO
1963,CO,NO2,NO2
1966,NH3,SO2,NO2
1967,CO,NO2,NO2
1968,PM2.5,PM10,PM10
1969,NH3,SO2,SO2
1972,PM10,SO2,SO2
1973,PM10,CO,CO
1974,NO2,OZONE,CO
1977,SO2,NO2,NO2
1978,CO,NO2,NO2
1979,OZONE,NO2,NO2
1980,NH3,NO2,NO2
1981,CO,NO2,NO2
1983,NH3,NO2,NO2
1986,NH3,NO2,NO2
1987,CO,NO2,NO2
1988,OZONE,NO2,NO2
1989,SO2,NO2,NO2
1991,SO2,NO2,NO2
1992,OZONE,NO2,NO2
1993,SO2,NO2,NO2
1995,CO,OZONE,OZONE
1996,CO,OZONE,OZONE
1997,PM2.5,PM10,PM10
1998,NO2,NH3,SO2
2000,NO2,CO,CO
2003,PM10,PM2.5,PM2.5
2004,NO2,NH3,NO2
2005,SO2,CO,NO2
2006,CO,OZONE,CO
2007,PM10,PM2.5,PM2.5
2008,NO2,CO,CO
2012,CO,SO2,NO2
2014,CO,OZONE,NO2
2016,PM2.5,NH3,SO2
2017,SO2,NH3,SO2
2018,OZONE,NO2,NO2
2019,PM10,SO2,SO2
2020,NH3,SO2,SO2
2021,NO2,SO2,SO2
2023,PM10,PM2.5,PM2.5
2025,PM2.5,NH3,SO2
2028,PM10,PM2.5,PM2.5
2030,NH3,SO2,SO2
2031,PM2.5,PM10,PM10
2032,NO2,SO2,SO2
2033,PM10,SO2,SO2
2034,NO2,CO,CO
2036,SO2,NO2,NO2
2037,PM2.5,PM10,PM10
2039,NO2,NH3,SO2
2041,PM10,PM2.5,PM2.5
2042,PM10,NH3,SO2
2044,NO2,CO,CO
2045,SO2,OZONE,OZONE
2046,NO2,NH3,NO2
2049,PM10,NH3,SO2
2051,SO2,NO2,NO2
2055,OZONE,SO2,NO2
2056,NO2,SO2,SO2
2059,OZONE,SO2,SO2
2061,NO2,SO2,NO2
2062,NH3,SO2,SO2
2064,NH3,SO2,SO2
2066,SO2,NH3,SO2
2071,SO2,NH3,SO2
2075,PM10,PM2.5,PM2.5
2076,NO2,NH3,NO2
2078,PM10,PM2.5,PM2.5
2079,SO2,NH3,SO2
2080,OZONE,NH3,SO2
2081,PM10,PM2.5,PM2.5
2083,PM10,PM2.5,PM2.5
2085,PM10,NH3,SO2
2086,NO2,NH3,SO2
2088,PM10,PM2.5,PM2.5
2089,SO2,NO2,NO2
2090,NO2,CO,CO
2091,SO2,NH3,SO2
2095,NO2,NH3,SO2
2097,SO2,NH3,SO2
2098,NO2,CO,CO
2100,NO2,CO,CO
2102,SO2,NH3,SO2
2103,NO2,OZONE,OZONE
2104,PM10,PM2.5,PM2.5
2105,PM10,PM2.5,PM2.5
2106,CO,OZONE,OZONE
2108,SO2,NH3,SO2
2109,SO2,NH3,SO2
2110,CO,NO2,NO2
2111,OZONE,NH3,NO2
2112,PM10,PM2.5,PM2.5
2114,SO2,NH3,SO2
2116,NO2,NH3,SO2
2118,SO2,NH3,SO2
2120,NO2,NH3,SO2
2121,CO,OZONE,OZONE
2123,PM2.5,PM10,PM10
2124,SO2,NH3,SO2
2127,NO2,NH3,SO2
2128,PM10,NH3,SO2
2129,CO,NO2,NO2
2130,PM10,CO,CO
2131,PM10,PM2.5,PM2.5
2132,PM10,PM2.5,PM2.5
2133,NO2,NH3,SO2
2135,SO2,NO2,NO2
2137,NO2,NH3,SO2
2138,OZONE,NH3,SO2
2139,NO2,CO,CO
2141,PM10,PM2.5,PM2.5
2142,NO2,SO2,NO2
2143,SO2,CO,NO2
2145,NO2,SO2,NO2
2147,NO2,SO2,NO2
2148,SO2,OZONE,OZONE
2151,PM10,PM2.5,PM2.5
2154,NO2,NH3,SO2
2155,OZONE,SO2,NO2
2156,NH3,SO2,SO2
2161,OZONE,SO2,NO2
2163,PM10,SO2,SO2
2164,CO,SO2,SO2
2165,OZONE,SO2,SO2
2166,NO2,NH3,SO2
2167,NO2,PM2.5,PM2.5
2169,CO,PM10,PM10
2170,OZONE,NH3,SO2
2172,SO2,NH3,SO2
2173,CO,NO2,NO2
2174,OZONE,NH3,SO2
2175,NO2,NH3,SO2
2176,PM10,NH3,SO2
2177,PM2.5,OZONE,OZONE
2178,PM10,CO,CO
2179,NO2,NH3,SO2
2180,PM10,SO2,NO2
2181,NO2,SO2,NO2
2182,CO,PM10,PM10
2184,PM2.5,NO2,NO2
2185,PM10,NO2,NO2
2186,NO2,NH3,NO2
2187,CO,NO2,NO2
2188,PM10,CO,CO
2189,NO2,NH3,SO2
2190,OZONE,NH3,SO2
2192,NO2,NH3,SO2
2194,OZONE,NH3,SO2
2195,PM2.5,OZONE,OZONE
2197,SO2,NH3,SO2
2199,SO2,NH3,SO2
2200,PM10,CO,CO
2201,PM10,NO2,NO2
2202,PM2.5,OZONE,OZONE
2203,NO2,SO2,SO2
2205,NH3,SO2,SO2
2206,SO2,NO2,NO2
2207,PM2.5,SO2,NO2
2208,NH3,SO2,SO2
2210,CO,NO2,NO2
2211,OZONE,SO2,NO2
2212,NH3,SO2,SO2
2213,OZONE,SO2,NO2
2214,PM2.5,NH3,SO2
2216,CO,NO2,NO2
2217,NO2,NH3,SO2
2219,PM10,OZONE,OZONE
2221,NO2,CO,CO
2222,CO,OZONE,OZONE
2224,CO,NH3,SO2
2225,PM10,PM2.5,PM2.5
2226,NO2,NH3,SO2
2230,OZONE,NO2,NO2
2231,PM10,PM2.5,PM2.5
2232,CO,OZONE,OZONE
2235,NO2,CO,CO
2237,CO,OZONE,OZONE
2238,NO2,NH3,SO2
2239,CO,PM2.5,PM2.5
2241,PM2.5,PM10,PM10
2242,PM10,CO,CO
2246,OZONE,PM10,PM10
2250,SO2,CO,CO
2255,NO2,OZONE,OZONE
2256,SO2,CO,CO
2258,PM2.5,NH3,SO2
2259,PM10,NH3,SO2
2260,CO,PM10,PM10
2262,SO2,NO2,NO2
2267,PM2.5,PM10,PM10
2269,CO,OZONE,OZONE
2270,PM10,PM2.5,PM2.5
2272,PM2.5,NH3,SO2
2273,NO2,NH3,SO2
2276,PM2.5,PM10,PM10
2279,NO2,PM10,PM10
2280,CO,OZONE,NO2
2286,NO2,PM10,PM10
2287,PM10,CO,CO
2288,PM2.5,PM10,PM10
2289,CO,NO2,NO2
2291,SO2,OZONE,OZONE
2293,NO2,CO,CO
2294,CO,PM10,PM10
2296,PM2.5,PM10,PM10
2298,NH3,SO2,SO2
2300,CO,PM10,PM10
2305,CO,SO2,NO2
2309,NO2,PM2.5,PM2.5
2313,PM10,PM2.5,PM2.5
2315,NH3,SO2,SO2
2319,NO2,CO,NO2
2322,NO2,PM10,PM10
2323,NH3,SO2,SO2
2326,NH3,SO2,SO2
2327,SO2,OZONE,SO2
2330,PM2.5,CO,CO
2340,NO2,NH3,SO2
2342,PM10,PM2.5,PM2.5
2343,OZONE,NO2,NO2
2345,CO,OZONE,CO
2346,PM10,PM2.5,PM2.5
2348,CO,NO2,NO2
2349,PM2.5,PM10,PM10
2352,PM10,PM2.5,PM2.5
2353,CO,OZONE,CO
2356,CO,OZONE,OZONE
2358,CO,OZONE,OZONE
2359,NO2,SO2,SO2
2360,CO,NO2,NO2
2363,CO,OZONE,CO
2365,PM10,PM2.5,PM2.5
2367,PM2.5,PM10,PM10
2369,PM2.5,PM10,PM10
2370,NO2,PM10,PM10
2371,CO,NO2,NO2
2372,NH3,SO2,SO2
2374,CO,OZONE,OZONE
2377,PM2.5,PM10,PM10
2378,PM2.5,SO2,SO2
2379,NH3,SO2,SO2
2380,NO2,SO2,SO2
2381,CO,NH3,SO2
2382,PM2.5,PM10,PM10
2383,PM10,NO2,NO2
2384,SO2,NO2,NO2
2388,NO2,SO2,NO2
2392,NO2,NH3,SO2
2395,PM10,PM2.5,PM2.5
2396,SO2,NH3,SO2
2398,OZONE,SO2,NO2
2399,PM10,CO,CO
2401,OZONE,NH3,SO2
2402,CO,SO2,SO2
2403,NH3,SO2,SO2
2405,PM2.5,PM10,PM10
2406,NH3,SO2,SO2
2408,NH3,SO2,SO2
2409,OZONE,NO2,NO2
2412,PM2.5,PM10,PM10
2413,PM2.5,PM10,PM10
2415,SO2,NH3,SO2
2416,NO2,NH3,NO2
2418,OZONE,NH3,SO2
2420,PM2.5,PM10,PM10
2422,PM2.5,NH3,SO2
2424,SO2,NH3,SO2
2427,OZONE,NH3,SO2
2431,NO2,CO,CO
2433,NO2,SO2,NO2
2434,NO2,OZONE,OZONE
2436,SO2,NH3,SO2
2437,NH3,SO2,NO2
2438,CO,NO2,NO2
2443,SO2,NH3,SO2
2447,CO,OZONE,OZONE
2449,SO2,NH3,SO2
2451,NO2,PM10,PM10
2452,SO2,NH3,SO2
2455,CO,PM2.5,PM2.5
2456,OZONE,NO2,NO2
2458,PM10,PM2.5,PM2.5
2464,NH3,SO2,SO2
2465,OZONE,NO2,NO2
2467,CO,NO2,NO2
2468,PM2.5,PM10,PM10
2469,NO2,OZONE,OZONE
2470,NH3,SO2,SO2
2474,NO2,PM10,PM10
2475,CO,PM2.5,PM2.5
2476,OZONE,NH3,SO2
2478,OZONE,NH3,SO2
2479,PM10,CO,CO
2480,CO,OZONE,OZONE
2481,SO2,NH3,SO2
2482,NO2,NH3,SO2
2483,PM2.5,PM10,PM10
2485,PM2.5,OZONE,NO2
2486,PM10,NO2,NO2
2487,NO2,SO2,SO2
2489,SO2,PM10,PM10
2490,PM10,SO2,SO2
2491,NO2,SO2,SO2
2493,NH3,SO2,SO2
2494,CO,SO2,SO2
2496,SO2,NH3,SO2
2497,OZONE,NH3,SO2
2498,PM10,OZONE,PM2.5
2499,NO2,PM10,PM10
2500,CO,NO2,NO2
2501,NO2,NH3,SO2
2505,CO,SO2,SO2
2506,CO,SO2,SO2
2507,PM10,SO2,NO2
2508,CO,SO2,NO2
2509,SO2,NH3,SO2
2510,OZONE,SO2,SO2
2512,PM10,OZONE,OZONE
2513,CO,NH3,SO2
2515,SO2,NH3,SO2
2516,CO,NO2,NO2
2517,OZONE,NH3,SO2
2518,CO,NO2,NO2
2519,CO,NH3,SO2
2523,SO2,NO2,NO2
2524,NO2,NH3,SO2
2527,SO2,NH3,SO2
2528,CO,OZONE,OZONE
2529,NO2,CO,CO
2532,SO2,NO2,NO2
2533,PM2.5,CO,CO
2534,SO2,NH3,SO2
2537,SO2,NH3,SO2
2539,OZONE,SO2,NO2
2540,PM2.5,PM10,PM10
2543,SO2,NH3,SO2
2545,OZONE,SO2,SO2
2548,PM2.5,PM10,PM10
2549,PM10,CO,PM2.5
2550,SO2,NO2,NO2
2552,OZONE,SO2,SO2
2557,NO2,OZONE,OZONE
2558,PM2.5,NH3,SO2
2559,SO2,NH3,SO2
2560,NO2,CO,CO
2563,CO,SO2,NO2
2566,NO2,SO2,SO2
2571,NO2,PM10,PM10
2574,PM2.5,PM10,PM10
2578,NH3,SO2,SO2
2580,OZONE,SO2,SO2
2581,NH3,SO2,SO2
2582,OZONE,SO2,SO2
2583,NH3,SO2,SO2
2585,PM10,OZONE,OZONE
2586,NO2,NH3,SO2
2587,PM2.5,PM10,PM10
2589,PM2.5,SO2,SO2
2590,OZONE,SO2,SO2
2591,CO,OZONE,OZONE
2593,PM10,CO,CO
2596,SO2,NH3,SO2
2599,PM10,NH3,SO2
2600,NO2,NH3,SO2
2601,PM10,PM2.5,PM2.5
2604,PM10,PM2.5,PM2.5
2606,NH3,SO2,SO2
2607,SO2,NH3,SO2
2610,NO2,SO2,SO2
2612,PM10,CO,CO
2613,NO2,OZONE,OZONE
2614,CO,OZONE,OZONE
2616,NO2,SO2,SO2
2617,OZONE,NO2,NO2
2619,NO2,NH3,SO2
2620,CO,NO2,NO2
2622,SO2,NH3,SO2
2623,PM10,PM2.5,PM2.5
2624,PM10,CO,CO
2625,NO2,CO,CO
2627,PM2.5,CO,NO2
2628,NH3,SO2,NO2
2630,CO,NO2,NO2
2631,SO2,NO2,NO2
2632,CO,OZONE,OZONE
2634,PM10,PM2.5,PM2.5
2635,OZONE,NO2,NO2
2637,PM2.5,NO2,NO2
2638,CO,NO2,NO2
2639,NO2,NH3,SO2
2642,OZONE,NO2,NO2
2643,PM2.5,PM10,PM10
2644,PM10,OZONE,OZONE
2645,CO,OZONE,OZONE
2647,NO2,NH3,SO2
2648,CO,OZONE,OZONE
2650,OZONE,NH3,SO2
2651,PM2.5,PM10,PM10
2652,SO2,NO2,NO2
2655,NO2,SO2,NO2
2658,SO2,NH3,SO2
2659,OZONE,NO2,NO2
2662,SO2,OZONE,OZONE
2663,SO2,NH3,SO2
2666,PM2.5,SO2,SO2
2667,NO2,SO2,SO2
